title,stars_rating,url,price_pounds,price_rubles
Between the World and Me,4,between-the-world-and-me_513/index.html,56.91,5855.47
Being Mortal: Medicine and What Matters in the End,4,being-mortal-medicine-and-what-matters-in-the-end_512/index.html,55.06,5665.12
"A Murder Over a Girl: Justice, Gender, Junior High",3,a-murder-over-a-girl-justice-gender-junior-high_511/index.html,13.2,1358.15
32 Yolks,2,32-yolks_510/index.html,53.63,5517.99
"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",5,most-blessed-of-the-patriarchs-thomas-jefferson-and-the-empire-of-the-imagination_509/index.html,44.48,4576.55
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,3,you-are-a-badass-how-to-stop-doubting-your-greatness-and-start-living-an-awesome-life_508/index.html,12.08,1242.91
Wildlife of New York: A Five-Borough Coloring Book,2,wildlife-of-new-york-a-five-borough-coloring-book_507/index.html,22.14,2277.98
What Happened on Beale Street (Secrets of the South Mysteries #2),5,what-happened-on-beale-street-secrets-of-the-south-mysteries-2_506/index.html,25.37,2610.32
Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,2,unreasonable-hope-finding-faith-in-the-god-who-brings-purpose-to-your-pain_505/index.html,46.33,4766.89
Under the Tuscan Sun,3,under-the-tuscan-sun_504/index.html,37.33,3840.88
Toddlers Are A**holes: It's Not Your Fault,1,toddlers-are-aholes-its-not-your-fault_503/index.html,25.55,2628.84
The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,1,the-year-of-living-biblically-one-mans-humble-quest-to-follow-the-bible-as-literally-as-possible_502/index.html,34.72,3572.34
The Whale,4,the-whale_501/index.html,35.96,3699.92
The Story of Art,4,the-story-of-art_500/index.html,41.14,4232.89
The Origin of Species,4,the-origin-of-species_499/index.html,10.01,1029.93
The Great Gatsby,4,the-great-gatsby_498/index.html,36.05,3709.18
The Good Girl,3,the-good-girl_497/index.html,49.03,5044.7
The Glass Castle,1,the-glass-castle_496/index.html,16.24,1670.93
The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,1,the-faith-of-christopher-hitchens-the-restless-soul-of-the-worlds-most-notorious-atheist_495/index.html,39.55,4069.3
The Drowning Girls,3,the-drowning-girls_494/index.html,35.67,3670.09
The Constant Princess (The Tudor Court #1),3,the-constant-princess-the-tudor-court-1_493/index.html,16.62,1710.03
The Bourne Identity (Jason Bourne #1),4,the-bourne-identity-jason-bourne-1_492/index.html,42.78,4401.63
The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),5,the-bachelor-girls-guide-to-murder-herringford-and-watts-mysteries-1_491/index.html,52.3,5381.15
The Art Book,2,the-art-book_490/index.html,32.34,3327.46
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,4,the-7-habits-of-highly-effective-people-powerful-lessons-in-personal-change_489/index.html,33.17,3412.86
Team of Rivals: The Political Genius of Abraham Lincoln,5,team-of-rivals-the-political-genius-of-abraham-lincoln_488/index.html,20.12,2070.15
Steal Like an Artist: 10 Things Nobody Told You About Being Creative,2,steal-like-an-artist-10-things-nobody-told-you-about-being-creative_487/index.html,20.9,2150.4
"Sit, Stay, Love",3,sit-stay-love_486/index.html,20.9,2150.4
Sister Dear,4,sister-dear_485/index.html,40.2,4136.18
"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",3,shrunken-treasures-literary-classics-short-sweet-and-silly_484/index.html,52.87,5439.79
"Rich Dad, Poor Dad",1,rich-dad-poor-dad_483/index.html,51.74,5323.53
Raymie Nightingale,2,raymie-nightingale_482/index.html,34.41,3540.44
Playing from the Heart,1,playing-from-the-heart_481/index.html,32.38,3331.58
Nightstruck: A Novel,4,nightstruck-a-novel_480/index.html,50.35,5180.51
"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",5,naturally-lean-125-nourishing-gluten-free-plant-based-recipes-all-under-300-calories_479/index.html,11.38,1170.89
Meternity,3,meternity_478/index.html,43.58,4483.95
Memoirs of a Geisha,3,memoirs-of-a-geisha_477/index.html,49.67,5110.55
Like Never Before (Walker Family #2),2,like-never-before-walker-family-2_476/index.html,28.77,2960.15
Life of Pi,4,life-of-pi_475/index.html,13.22,1360.21
Leave This Song Behind: Teen Poetry at Its Best,5,leave-this-song-behind-teen-poetry-at-its-best_474/index.html,51.17,5264.88
King's Folly (The Kinsman Chronicles #1),5,kings-folly-the-kinsman-chronicles-1_473/index.html,39.61,4075.47
John Adams,4,john-adams_472/index.html,57.43,5908.97
How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),4,how-to-cook-everything-vegetarian-simple-meatless-recipes-for-great-food-how-to-cook-everything_471/index.html,46.01,4733.97
How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,2,how-to-be-a-domestic-goddess-baking-and-the-art-of-comfort-cooking_470/index.html,28.25,2906.64
Good in Bed (Cannie Shapiro #1),5,good-in-bed-cannie-shapiro-1_469/index.html,37.05,3812.07
"Fruits Basket, Vol. 7 (Fruits Basket #7)",1,fruits-basket-vol-7-fruits-basket-7_468/index.html,19.57,2013.56
For the Love: Fighting for Grace in a World of Impossible Standards,3,for-the-love-fighting-for-grace-in-a-world-of-impossible-standards_467/index.html,45.13,4643.43
Finding God in the Ruins: How God Redeems Pain,2,finding-god-in-the-ruins-how-god-redeems-pain_466/index.html,46.64,4798.79
Every Heart a Doorway (Every Heart A Doorway #1),5,every-heart-a-doorway-every-heart-a-doorway-1_465/index.html,12.16,1251.14
Delivering the Truth (Quaker Midwife Mystery #1),4,delivering-the-truth-quaker-midwife-mystery-1_464/index.html,20.89,2149.37
Counted With the Stars (Out from Egypt #1),5,counted-with-the-stars-out-from-egypt-1_463/index.html,17.97,1848.93
"Chronicles, Vol. 1",2,chronicles-vol-1_462/index.html,52.6,5412.01
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,1,blue-like-jazz-nonreligious-thoughts-on-christian-spirituality_461/index.html,25.77,2651.48
Benjamin Franklin: An American Life,3,benjamin-franklin-an-american-life_460/index.html,48.19,4958.27
"At The Existentialist Café: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",5,at-the-existentialist-cafe-freedom-being-and-apricot-cocktails-with-jean-paul-sartre-simone-de-beauvoir-albert-camus-martin-heidegger-edmund-husserl-karl-jaspers-maurice-merleau-ponty-and-others_459/index.html,29.93,3079.5
A Summer In Europe,2,a-summer-in-europe_458/index.html,44.34,4562.14
A Short History of Nearly Everything,5,a-short-history-of-nearly-everything_457/index.html,52.4,5391.44
A Gathering of Shadows (Shades of Magic #2),4,a-gathering-of-shadows-shades-of-magic-2_456/index.html,44.81,4610.5
The Sound Of Love,5,the-sound-of-love_455/index.html,57.84,5951.16
The Rise and Fall of the Third Reich: A History of Nazi Germany,2,the-rise-and-fall-of-the-third-reich-a-history-of-nazi-germany_454/index.html,39.67,4081.65
The Perks of Being a Wallflower,3,the-perks-of-being-a-wallflower_453/index.html,55.02,5661.01
The Mysterious Affair at Styles (Hercule Poirot #1),4,the-mysterious-affair-at-styles-hercule-poirot-1_452/index.html,24.8,2551.67
The Man Who Mistook His Wife for a Hat and Other Clinical Tales,4,the-man-who-mistook-his-wife-for-a-hat-and-other-clinical-tales_451/index.html,59.45,6116.81
The Makings of a Fatherless Child,2,the-makings-of-a-fatherless-child_450/index.html,31.58,3249.27
The Joy of Cooking,4,the-joy-of-cooking_449/index.html,43.27,4452.05
The Invention of Wings,1,the-invention-of-wings_448/index.html,37.34,3841.91
The Hobbit (Middle-Earth Universe),5,the-hobbit-middle-earth-universe_447/index.html,17.8,1831.44
The Great Railway Bazaar,1,the-great-railway-bazaar_446/index.html,30.54,3142.26
The Golden Compass (His Dark Materials #1),1,the-golden-compass-his-dark-materials-1_445/index.html,18.77,1931.25
The God Delusion,3,the-god-delusion_444/index.html,46.85,4820.4
The Girl You Left Behind (The Girl You Left Behind #1),1,the-girl-you-left-behind-the-girl-you-left-behind-1_443/index.html,15.79,1624.63
The Fellowship of the Ring (The Lord of the Rings #1),2,the-fellowship-of-the-ring-the-lord-of-the-rings-1_442/index.html,10.27,1056.68
The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),5,the-collected-poems-of-wb-yeats-the-collected-works-of-wb-yeats-1_441/index.html,15.42,1586.56
The Barefoot Contessa Cookbook,5,the-barefoot-contessa-cookbook_440/index.html,59.92,6165.17
Tell the Wolves I'm Home,2,tell-the-wolves-im-home_439/index.html,50.96,5243.27
Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,3,ship-leaves-harbor-essays-on-travel-by-a-recovering-journeyman_438/index.html,30.6,3148.43
Pride and Prejudice,4,pride-and-prejudice_437/index.html,19.27,1982.69
Musicophilia: Tales of Music and the Brain,1,musicophilia-tales-of-music-and-the-brain_436/index.html,46.58,4792.62
Mere Christianity,3,mere-christianity_435/index.html,48.51,4991.19
Me Before You (Me Before You #1),1,me-before-you-me-before-you-1_434/index.html,19.02,1956.97
In the Woods (Dublin Murder Squad #1),2,in-the-woods-dublin-murder-squad-1_433/index.html,38.38,3948.92
In Cold Blood,4,in-cold-blood_432/index.html,49.98,5142.44
How to Stop Worrying and Start Living,5,how-to-stop-worrying-and-start-living_431/index.html,46.49,4783.36
Give It Back,2,give-it-back_430/index.html,18.32,1884.94
"Girl, Interrupted",3,girl-interrupted_429/index.html,42.14,4335.78
Fun Home: A Family Tragicomic,4,fun-home-a-family-tragicomic_428/index.html,56.59,5822.55
"Fruits Basket, Vol. 6 (Fruits Basket #6)",4,fruits-basket-vol-6-fruits-basket-6_427/index.html,20.96,2156.57
Deception Point,4,deception-point_426/index.html,40.32,4148.52
"Death Note, Vol. 6: Give-and-Take (Death Note #6)",3,death-note-vol-6-give-and-take-death-note-6_425/index.html,36.39,3744.17
Catherine the Great: Portrait of a Woman,4,catherine-the-great-portrait-of-a-woman_424/index.html,58.55,6024.21
Better Homes and Gardens New Cook Book,3,better-homes-and-gardens-new-cook-book_423/index.html,39.61,4075.47
An Unquiet Mind: A Memoir of Moods and Madness,3,an-unquiet-mind-a-memoir-of-moods-and-madness_422/index.html,21.3,2191.56
A Year in Provence (Provence #1),4,a-year-in-provence-provence-1_421/index.html,56.88,5852.38
World Without End (The Pillars of the Earth #2),4,world-without-end-the-pillars-of-the-earth-2_420/index.html,32.97,3392.28
"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",4,will-grayson-will-grayson-will-grayson-will-grayson_419/index.html,47.31,4867.73
Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,2,why-save-the-bankers-and-other-essays-on-our-economic-and-political-crisis_418/index.html,48.67,5007.66
Where She Went (If I Stay #2),4,where-she-went-if-i-stay-2_417/index.html,41.73,4293.6
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,4,what-if-serious-scientific-answers-to-absurd-hypothetical-questions_416/index.html,53.68,5523.14
Two Summers,1,two-summers_415/index.html,14.64,1506.31
This Is Your Brain on Music: The Science of a Human Obsession,1,this-is-your-brain-on-music-the-science-of-a-human-obsession_414/index.html,38.4,3950.98
The Secret Garden,4,the-secret-garden_413/index.html,15.08,1551.58
The Raven King (The Raven Cycle #4),2,the-raven-king-the-raven-cycle-4_412/index.html,30.57,3145.35
The Raven Boys (The Raven Cycle #1),4,the-raven-boys-the-raven-cycle-1_411/index.html,57.74,5940.87
The Power Greens Cookbook: 140 Delicious Superfood Recipes,5,the-power-greens-cookbook-140-delicious-superfood-recipes_410/index.html,11.05,1136.93
The Metamorphosis,1,the-metamorphosis_409/index.html,28.58,2940.6
The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,5,the-mathews-men-seven-brothers-and-the-war-against-hitlers-u-boats_408/index.html,42.91,4415.01
The Little Paris Bookshop,3,the-little-paris-bookshop_407/index.html,24.73,2544.47
The Hiding Place,4,the-hiding-place_406/index.html,55.91,5752.58
The Grand Design,3,the-grand-design_405/index.html,13.76,1415.77
The Firm,3,the-firm_404/index.html,45.56,4687.67
The Fault in Our Stars,1,the-fault-in-our-stars_403/index.html,47.22,4858.47
The False Prince (The Ascendance Trilogy #1),5,the-false-prince-the-ascendance-trilogy-1_402/index.html,56.0,5761.84
The Expatriates,2,the-expatriates_401/index.html,44.58,4586.84
The Dream Thieves (The Raven Cycle #2),1,the-dream-thieves-the-raven-cycle-2_400/index.html,34.5,3549.7
The Darkest Corners,5,the-darkest-corners_399/index.html,11.33,1165.74
The Crossover,4,the-crossover_398/index.html,38.77,3989.05
The 5th Wave (The 5th Wave #1),2,the-5th-wave-the-5th-wave-1_397/index.html,11.83,1217.19
Tell the Wind and Fire,3,tell-the-wind-and-fire_396/index.html,45.51,4682.52
Tell Me Three Things,1,tell-me-three-things_395/index.html,41.81,4301.83
Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,4,talking-to-girls-about-duran-duran-one-young-mans-quest-for-true-love-and-a-cooler-haircut_394/index.html,25.15,2587.68
Siddhartha,5,siddhartha_393/index.html,34.22,3520.9
Shiver (The Wolves of Mercy Falls #1),5,shiver-the-wolves-of-mercy-falls-1_392/index.html,16.23,1669.9
Remember Me?,3,remember-me_391/index.html,11.48,1181.18
Red Dragon (Hannibal Lecter #1),3,red-dragon-hannibal-lecter-1_390/index.html,23.37,2404.54
Peak: Secrets from the New Science of Expertise,2,peak-secrets-from-the-new-science-of-expertise_389/index.html,16.28,1675.05
My Mother Was Nuts,4,my-mother-was-nuts_388/index.html,31.63,3254.41
Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,5,mexican-today-new-and-rediscovered-recipes-for-contemporary-kitchens_387/index.html,24.91,2562.99
Maybe Something Beautiful: How Art Transformed a Neighborhood,1,maybe-something-beautiful-how-art-transformed-a-neighborhood_386/index.html,22.54,2319.14
Lola and the Boy Next Door (Anna and the French Kiss #2),4,lola-and-the-boy-next-door-anna-and-the-french-kiss-2_385/index.html,23.63,2431.29
Logan Kade (Fallen Crest High #5.5),2,logan-kade-fallen-crest-high-55_384/index.html,13.12,1349.92
Last One Home (New Beginnings #1),3,last-one-home-new-beginnings-1_383/index.html,59.98,6171.34
Killing Floor (Jack Reacher #1),4,killing-floor-jack-reacher-1_382/index.html,31.49,3240.01
Kill the Boy Band,5,kill-the-boy-band_381/index.html,15.52,1596.85
Isla and the Happily Ever After (Anna and the French Kiss #3),5,isla-and-the-happily-ever-after-anna-and-the-french-kiss-3_380/index.html,48.13,4952.1
If I Stay (If I Stay #1),5,if-i-stay-if-i-stay-1_379/index.html,38.13,3923.2
I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),2,i-know-why-the-caged-bird-sings-maya-angelous-autobiography-1_378/index.html,36.55,3760.63
Harry Potter and the Deathly Hallows (Harry Potter #7),1,harry-potter-and-the-deathly-hallows-harry-potter-7_377/index.html,23.32,2399.39
"Fruits Basket, Vol. 5 (Fruits Basket #5)",1,fruits-basket-vol-5-fruits-basket-5_376/index.html,16.33,1680.19
Foundation (Foundation (Publication Order) #1),1,foundation-foundation-publication-order-1_375/index.html,32.42,3335.69
Fool Me Once,1,fool-me-once_374/index.html,16.96,1745.01
Find Her (Detective D.D. Warren #8),1,find-her-detective-dd-warren-8_373/index.html,22.37,2301.65
Evicted: Poverty and Profit in the American City,1,evicted-poverty-and-profit-in-the-american-city_372/index.html,42.27,4349.16
Drama,2,drama_371/index.html,38.7,3981.84
Dracula the Un-Dead,5,dracula-the-un-dead_370/index.html,35.63,3665.97
Digital Fortress,5,digital-fortress_369/index.html,58.0,5967.62
"Death Note, Vol. 5: Whiteout (Death Note #5)",1,death-note-vol-5-whiteout-death-note-5_368/index.html,52.41,5392.46
"Data, A Love Story: How I Gamed Online Dating to Meet My Match",3,data-a-love-story-how-i-gamed-online-dating-to-meet-my-match_367/index.html,32.35,3328.49
Critique of Pure Reason,1,critique-of-pure-reason_366/index.html,20.75,2134.97
Booked,5,booked_365/index.html,17.49,1799.55
"Blue Lily, Lily Blue (The Raven Cycle #3)",5,blue-lily-lily-blue-the-raven-cycle-3_364/index.html,34.13,3511.64
Approval Junkie: Adventures in Caring Too Much,5,approval-junkie-adventures-in-caring-too-much_363/index.html,58.81,6050.96
An Abundance of Katherines,5,an-abundance-of-katherines_362/index.html,10.0,1028.9
America's War for the Greater Middle East: A Military History,2,americas-war-for-the-greater-middle-east-a-military-history_361/index.html,51.22,5270.03
Alight (The Generations Trilogy #2),4,alight-the-generations-trilogy-2_360/index.html,58.59,6028.33
A Girl's Guide to Moving On (New Beginnings #2),1,a-girls-guide-to-moving-on-new-beginnings-2_359/index.html,31.3,3220.46
A Game of Thrones (A Song of Ice and Fire #1),2,a-game-of-thrones-a-song-of-ice-and-fire-1_358/index.html,46.42,4776.15
A Feast for Crows (A Song of Ice and Fire #4),4,a-feast-for-crows-a-song-of-ice-and-fire-4_357/index.html,17.21,1770.74
A Clash of Kings (A Song of Ice and Fire #2),3,a-clash-of-kings-a-song-of-ice-and-fire-2_356/index.html,10.79,1110.18
Vogue Colors A to Z: A Fashion Coloring Book,4,vogue-colors-a-to-z-a-fashion-coloring-book_355/index.html,52.35,5386.29
The Shining (The Shining #1),3,the-shining-the-shining-1_354/index.html,27.88,2868.57
The Pilgrim's Progress,2,the-pilgrims-progress_353/index.html,50.26,5171.25
The Perfect Play (Play by Play #1),3,the-perfect-play-play-by-play-1_352/index.html,59.99,6172.37
The Passion of Dolssa,5,the-passion-of-dolssa_351/index.html,28.32,2913.84
The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,3,the-jazz-of-physics-the-secret-link-between-music-and-the-structure-of-the-universe_350/index.html,38.71,3982.87
The Hunger Games (The Hunger Games #1),5,the-hunger-games-the-hunger-games-1_349/index.html,29.85,3071.27
The Hound of the Baskervilles (Sherlock Holmes #5),2,the-hound-of-the-baskervilles-sherlock-holmes-5_348/index.html,14.82,1524.83
The Gunning of America: Business and the Making of American Gun Culture,4,the-gunning-of-america-business-and-the-making-of-american-gun-culture_347/index.html,16.81,1729.58
The Geography of Bliss: One Grump's Search for the Happiest Places in the World,2,the-geography-of-bliss-one-grumps-search-for-the-happiest-places-in-the-world_346/index.html,28.23,2904.58
The Demonists (Demonist #1),2,the-demonists-demonist-1_345/index.html,52.11,5361.6
"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",2,the-demon-prince-of-momochi-house-vol-4-the-demon-prince-of-momochi-house-4_344/index.html,27.88,2868.57
The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),3,the-bone-hunters-lexy-vaughan-steven-macaulay-2_343/index.html,59.71,6143.56
The Beast (Black Dagger Brotherhood #14),5,the-beast-black-dagger-brotherhood-14_342/index.html,46.08,4741.17
Some Women,5,some-women_341/index.html,13.73,1412.68
Shopaholic Ties the Knot (Shopaholic #3),5,shopaholic-ties-the-knot-shopaholic-3_340/index.html,48.39,4978.85
Paper and Fire (The Great Library #2),5,paper-and-fire-the-great-library-2_339/index.html,49.45,5087.91
Outlander (Outlander #1),5,outlander-outlander-1_338/index.html,19.67,2023.85
"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",3,orchestra-of-exiles-the-story-of-bronislaw-huberman-the-israel-philharmonic-and-the-one-thousand-jews-he-saved-from-nazi-horrors_337/index.html,12.36,1271.72
No One Here Gets Out Alive,5,no-one-here-gets-out-alive_336/index.html,20.02,2059.86
Night Shift (Night Shift #1-20),4,night-shift-night-shift-1-20_335/index.html,12.75,1311.85
Needful Things,4,needful-things_334/index.html,47.51,4888.3
Mockingjay (The Hunger Games #3),4,mockingjay-the-hunger-games-3_333/index.html,20.44,2103.07
Misery,2,misery_332/index.html,34.79,3579.54
Little Women (Little Women #1),4,little-women-little-women-1_331/index.html,28.07,2888.12
It,3,it_330/index.html,25.01,2573.28
Harry Potter and the Sorcerer's Stone (Harry Potter #1),3,harry-potter-and-the-sorcerers-stone-harry-potter-1_329/index.html,13.9,1430.17
Harry Potter and the Prisoner of Azkaban (Harry Potter #3),4,harry-potter-and-the-prisoner-of-azkaban-harry-potter-3_328/index.html,24.17,2486.85
Harry Potter and the Order of the Phoenix (Harry Potter #5),4,harry-potter-and-the-order-of-the-phoenix-harry-potter-5_327/index.html,31.63,3254.41
Harry Potter and the Half-Blood Prince (Harry Potter #6),5,harry-potter-and-the-half-blood-prince-harry-potter-6_326/index.html,48.75,5015.89
Harry Potter and the Chamber of Secrets (Harry Potter #2),1,harry-potter-and-the-chamber-of-secrets-harry-potter-2_325/index.html,14.74,1516.6
Gone with the Wind,3,gone-with-the-wind_324/index.html,32.49,3342.9
God Is Not Great: How Religion Poisons Everything,1,god-is-not-great-how-religion-poisons-everything_323/index.html,27.8,2860.34
Girl With a Pearl Earring,1,girl-with-a-pearl-earring_322/index.html,26.77,2754.37
"Fruits Basket, Vol. 4 (Fruits Basket #4)",4,fruits-basket-vol-4-fruits-basket-4_321/index.html,50.44,5189.77
Far From True (Promise Falls Trilogy #2),2,far-from-true-promise-falls-trilogy-2_320/index.html,34.93,3593.95
Dark Lover (Black Dagger Brotherhood #1),1,dark-lover-black-dagger-brotherhood-1_319/index.html,12.87,1324.19
Confessions of a Shopaholic (Shopaholic #1),2,confessions-of-a-shopaholic-shopaholic-1_318/index.html,48.94,5035.44
Changing the Game (Play by Play #2),3,changing-the-game-play-by-play-2_317/index.html,13.38,1376.67
Candide,3,candide_316/index.html,58.63,6032.44
Can You Keep a Secret?,1,can-you-keep-a-secret_315/index.html,21.94,2257.41
Atlas Shrugged,5,atlas-shrugged_314/index.html,26.58,2734.82
Animal Farm,3,animal-farm_313/index.html,57.22,5887.37
A Walk to Remember,1,a-walk-to-remember_312/index.html,56.43,5806.08
A New Earth: Awakening to Your Life's Purpose,5,a-new-earth-awakening-to-your-lifes-purpose_311/index.html,55.65,5725.83
"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",1,a-history-of-god-the-4000-year-quest-of-judaism-christianity-and-islam_310/index.html,27.62,2841.82
'Salem's Lot,4,salems-lot_309/index.html,49.56,5099.23
Zero History (Blue Ant #3),1,zero-history-blue-ant-3_308/index.html,34.77,3577.49
Wuthering Heights,3,wuthering-heights_307/index.html,17.73,1824.24
World War Z: An Oral History of the Zombie War,1,world-war-z-an-oral-history-of-the-zombie-war_306/index.html,21.8,2243.0
Wild: From Lost to Found on the Pacific Crest Trail,3,wild-from-lost-to-found-on-the-pacific-crest-trail_305/index.html,46.02,4735.0
"Where'd You Go, Bernadette",1,whered-you-go-bernadette_304/index.html,18.13,1865.4
When You Are Engulfed in Flames,5,when-you-are-engulfed-in-flames_303/index.html,30.89,3178.27
We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,3,we-the-people-the-modern-day-figures-who-have-reshaped-and-affirmed-the-founding-fathers-vision-of-america_302/index.html,31.95,3287.34
We Are All Completely Beside Ourselves,1,we-are-all-completely-beside-ourselves_301/index.html,24.04,2473.48
Walk the Edge (Thunder Road #2),3,walk-the-edge-thunder-road-2_300/index.html,32.36,3329.52
Voyager (Outlander #3),5,voyager-outlander-3_299/index.html,21.07,2167.89
Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,3,very-good-lives-the-fringe-benefits-of-failure-and-the-importance-of-imagination_298/index.html,50.66,5212.41
Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,2,vegan-vegetarian-omnivore-dinner-for-everyone-at-the-table_297/index.html,13.66,1405.48
"Unstuffed: Decluttering Your Home, Mind, and Soul",1,unstuffed-decluttering-your-home-mind-and-soul_296/index.html,58.09,5976.88
Under the Banner of Heaven: A Story of Violent Faith,1,under-the-banner-of-heaven-a-story-of-violent-faith_295/index.html,30.0,3086.7
Two Boys Kissing,2,two-boys-kissing_294/index.html,32.74,3368.62
Twilight (Twilight #1),2,twilight-twilight-1_293/index.html,41.93,4314.18
Twenties Girl,2,twenties-girl_292/index.html,42.8,4403.69
"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",1,trespassing-across-america-one-mans-epic-never-done-before-and-sort-of-illegal-hike-across-the-heartland_291/index.html,53.51,5505.64
Three-Martini Lunch,3,three-martini-lunch_290/index.html,23.21,2388.08
"Thinking, Fast and Slow",1,thinking-fast-and-slow_289/index.html,21.14,2175.09
The Wild Robot,3,the-wild-robot_288/index.html,56.07,5769.04
"The Wicked + The Divine, Vol. 3: Commercial Suicide (The Wicked + The Divine)",3,the-wicked-the-divine-vol-3-commercial-suicide-the-wicked-the-divine_287/index.html,14.41,1482.64
The Undomestic Goddess,4,the-undomestic-goddess_286/index.html,45.75,4707.22
The Travelers,1,the-travelers_285/index.html,15.77,1622.58
The Tipping Point: How Little Things Can Make a Big Difference,2,the-tipping-point-how-little-things-can-make-a-big-difference_284/index.html,10.02,1030.96
The Thing About Jellyfish,1,the-thing-about-jellyfish_283/index.html,48.77,5017.95
The Stand,2,the-stand_282/index.html,57.86,5953.22
The Smitten Kitchen Cookbook,1,the-smitten-kitchen-cookbook_281/index.html,23.59,2427.18
The Silkworm (Cormoran Strike #2),5,the-silkworm-cormoran-strike-2_280/index.html,23.05,2371.61
"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)",5,the-sandman-vol-3-dream-country-the-sandman-volumes-3_279/index.html,55.55,5715.54
The Rose & the Dagger (The Wrath and the Dawn #2),4,the-rose-the-dagger-the-wrath-and-the-dawn-2_278/index.html,58.64,6033.47
The Road to Little Dribbling: Adventures of an American in Britain (Notes From a Small Island #2),1,the-road-to-little-dribbling-adventures-of-an-american-in-britain-notes-from-a-small-island-2_277/index.html,23.21,2388.08
The Rise of Theodore Roosevelt (Theodore Roosevelt #1),3,the-rise-of-theodore-roosevelt-theodore-roosevelt-1_276/index.html,42.57,4380.03
The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),1,the-restaurant-at-the-end-of-the-universe-hitchhikers-guide-to-the-galaxy-2_275/index.html,10.92,1123.56
The Rest Is Noise: Listening to the Twentieth Century,1,the-rest-is-noise-listening-to-the-twentieth-century_274/index.html,34.77,3577.49
The Red Tent,5,the-red-tent_273/index.html,35.66,3669.06
The Purpose Driven Life: What on Earth Am I Here for?,3,the-purpose-driven-life-what-on-earth-am-i-here-for_272/index.html,37.19,3826.48
The Purest Hook (Second Circle Tattoos #3),1,the-purest-hook-second-circle-tattoos-3_271/index.html,12.25,1260.4
The Picture of Dorian Gray,2,the-picture-of-dorian-gray_270/index.html,29.7,3055.83
The Paris Wife,3,the-paris-wife_269/index.html,36.8,3786.35
The Obsession,1,the-obsession_268/index.html,45.43,4674.29
The Nightingale,4,the-nightingale_267/index.html,26.26,2701.89
The New Guy (and Other Senior Year Distractions),3,the-new-guy-and-other-senior-year-distractions_266/index.html,44.92,4621.82
The Nanny Diaries (Nanny #1),5,the-nanny-diaries-nanny-1_265/index.html,52.53,5404.81
The Name of God is Mercy,2,the-name-of-god-is-mercy_264/index.html,37.25,3832.65
The Maze Runner (The Maze Runner #1),1,the-maze-runner-the-maze-runner-1_263/index.html,20.93,2153.49
The Lover's Dictionary,2,the-lovers-dictionary_262/index.html,58.09,5976.88
The Lonely Ones,5,the-lonely-ones_261/index.html,43.59,4484.98
The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,3,the-lean-startup-how-todays-entrepreneurs-use-continuous-innovation-to-create-radically-successful-businesses_260/index.html,33.92,3490.03
The Last Painting of Sara de Vos,2,the-last-painting-of-sara-de-vos_259/index.html,55.55,5715.54
"The Land of 10,000 Madonnas",4,the-land-of-10000-madonnas_258/index.html,29.64,3049.66
